,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CM.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D2.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0EY.01A,TCGA.A2.A0ST.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Z.01A,TCGA.A8.A07O.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A082.01A,TCGA.A8.A085.01A,TCGA.A8.A08G.01A,TCGA.A8.A08H.01A,TCGA.A8.A08I.01A,TCGA.A8.A08R.01A,TCGA.A8.A096.01A,TCGA.A8.A097.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09M.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A09R.01A,TCGA.A8.A0A9.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A049.01A,TCGA.AN.A04D.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AL.01A,TCGA.AN.A0AM.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XW.01A,TCGA.AO.A03O.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J4.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AQ.A04J.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A0U1.01A,TCGA.AR.A0U2.01A,TCGA.AR.A0U3.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AI.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AV.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0IC.01A,TCGA.B6.A0IJ.01A,TCGA.B6.A0IQ.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0WW.01A,TCGA.B6.A0WX.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BW.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0DL.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18K.01A,TCGA.BH.A18L.01A,TCGA.BH.A18Q.01A,TCGA.BH.A18U.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12W.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A134.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A10A.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14R.01A,TCGA.E2.A14S.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A150.01A,TCGA.E2.A158.01A,TCGA.E2.A159.01A,TCGA.E2.A15M.01A
ZNF703,-0.857,-0.747167,0.203833,-0.343,1.180167,-0.415,-1.016667,-0.963333,1.048,0.715667,0.328167,-0.361,-0.344833,-1.316667,-0.655833,-0.362167,-0.6325,0.067,0.586667,-0.782,-0.767667,0.8565,-1.0905,1.6980000000000002,0.045167,-0.552167,-0.4875,-0.6855,0.606333,1.039333,0.7965,0.518,-0.455667,-0.16899999999999998,-0.9245,0.3195,0.125333,0.3695,0.464167,0.510167,0.859833,-0.7979999999999999,0.551667,0.388833,0.347833,0.047333,0.1895,-0.126,-1.006833,-0.558333,0.32299999999999995,-0.257,0.253333,-0.7705,0.08199999999999999,-0.678167,0.975,0.219833,-0.1185,0.361833,1.6913330000000002,-0.804667,-0.885333,0.823,-0.021333,3.863833,-0.244167,-1.010833,-0.481833,0.308667,-0.383167,0.913167,-0.6890000000000001,-1.0535,-0.13433299999999998,0.938833,0.057667,-0.9995,0.271167,1.494667,-0.8465,-0.6705,-0.905667,-0.693,-0.762167,-0.1815,-0.6875,-0.425833,-0.272667,-0.047,-0.550333,-1.024167,-0.62,0.578167,1.119167,-0.194833,0.090833,0.534333,-0.337833,-0.154,-0.695,-0.880833,0.113,0.197167,-0.8825,1.011667,0.506167,0.331167,-0.273333,0.304333,0.0395,1.989333,-0.424667,0.103333,-0.742833,-0.729333,-0.638167,-0.831,-0.520167,-1.111333,0.545833,-0.313333,-0.169167,-0.499667,-1.322333,1.207333,1.546667,-0.817667,-0.988167,1.174667,0.0195,-0.924333,-0.798667,-0.634333,-0.131,-1.216667,1.036333,-0.9185,-0.2645,-1.307667,-0.277,-0.9875,-0.329333,-0.622,-0.271833
MYL6B,0.88,-0.1645,0.3115,-0.076,-0.39025,-0.30025,0.695,0.00925,-0.12025,0.43325,-0.89575,-0.309,-0.16025,0.1015,-1.36025,-0.25725,0.0105,-0.324,-0.22825,0.50275,1.1465,1.431,-0.385,0.48375,-0.01275,-0.72225,0.03925,-0.4775,0.5429999999999999,0.05325,-0.21225,-0.1255,0.068,-0.22125,-0.4585,-0.1215,-0.31725,0.3055,-1.0955,-0.081,0.32625,0.56325,-0.13175,-0.18575,-0.1395,0.21525,-1.0965,-0.25425,1.00075,-1.219,-0.402,-0.18275,0.4645,1.103,-1.5,0.16975,1.0565,0.48025,0.13675,-0.1495,0.49875,0.02675,-0.1155,-0.59525,-0.17575,0.84425,1.241,-0.1495,-0.19825,0.88275,0.53625,-1.03825,0.00325,-0.02,-0.14175,-0.31725,-1.604,1.20125,0.98675,0.28575,0.5335,0.337,-0.40525,0.4265,-0.6205,-0.0595,-0.1255,-0.101,0.79775,-0.99675,1.111,-0.5870000000000001,0.279,0.61375,-0.10925,-0.303,0.48625,0.9815,0.00725,0.067,0.363,0.807,0.56175,-0.02725,-0.36275,-0.315,-0.53625,0.1625,-0.006,-0.7615,0.1445,0.73625,0.65575,0.0825,0.151,0.2975,0.49725,0.8590000000000001,-0.38925,0.4065,-0.9405,-0.537,0.399,0.0075,-0.1595,-0.046,-1.1445,0.5785,-0.7345,-0.05725,-0.4270000000000001,-0.6385,0.38775,-0.502,0.21375,0.35725,1.087,0.06525,0.66275,0.14875,0.50375,-0.80275,0.07225,0.02875,-0.4545
TREM1,0.1055,0.42,-0.999,-0.8425,0.8765,0.7245,0.16125,0.72975,-2.12075,0.475,-0.733,0.37625,1.08625,0.3985,1.22825,0.10025,-0.2535,0.17225,0.43825,1.23725,0.09825,0.3755,0.7375,-0.8170000000000001,-0.31475,-0.05575,0.92375,-0.4105,1.3635,1.00025,-0.255,0.484,1.1425,0.82375,0.1955,0.44525,0.9725,0.66175,0.64775,1.143,-0.46575,-0.536,0.65725,0.70825,0.5615,0.53225,-0.62,0.5820000000000001,-1.132,0.69225,0.5795,1.11825,-0.53575,-0.01975,-1.9635,0.32225,0.4035,-0.128,-0.0325,-1.07125,-2.11975,1.149,0.838,0.36725,-0.92025,-2.09425,0.1,-0.025,0.39825,-1.515,0.8125,-0.9095,-0.185,-0.33575,0.23775,-0.711,-0.888,-0.046,-1.35675,-1.62875,0.63175,1.42475,0.90875,0.7190000000000001,1.11925,-0.253,1.1005,-0.4415,0.14125,0.208,-0.614,-1.45075,-1.79075,0.01125,-0.3735,-1.50975,-1.34125,-0.36075,-0.5435,1.412,1.08925,0.60725,0.93175,0.64625,0.6505,0.42025,-0.343,1.23925,1.4365,-2.47625,-0.099,-0.3235,1.10325,-0.37425,0.6185,-0.80875,0.4185,1.036,-0.02625,-1.34525,1.48775,1.234,0.92075,1.742,0.7440000000000001,1.72375,0.47075,0.99325,-1.6625,0.349,-0.44975,1.2455,0.3515,0.85125,-1.50275,0.527,0.88275,-0.1245,-0.19575,-0.72,1.56325,0.846,-0.977,1.19125,-1.08325
OR52E6,-0.1655,0.472,0.0965,0.0645,-0.002,0.5205,-0.181,0.054000000000000006,0.207,0.242,0.7905,0.1845,0.0325,-0.2565,0.1235,-0.006999999999999999,-0.354,0.002,0.0295,-0.5870000000000001,0.5725,0.3685,0.1645,0.1605,0.3685,0.733,-0.2205,-0.243,0.8975,-0.0325,0.64,0.414,-0.366,0.1785,0.1975,-0.0335,0.118,-1.3215,-0.104,-0.056,0.126,-0.1985,0.0575,0.3915,-0.616,0.135,0.1895,0.483,0.3205,0.235,0.925,-0.1255,-0.631,0.7235,-0.177,0.0385,-0.455,0.0605,-0.5175,0.394,0.029,0.2095,-0.1655,0.085,-0.3555,0.3655,0.5485,-0.07400000000000001,-0.544,0.4915,-0.014,0.3235,-0.134,0.077,-0.059,0.597,-0.3315,-0.4985,0.3345,0.511,0.2275,-0.5115,-0.0315,-0.0115,0.299,-0.16699999999999998,-0.0695,0.031,0.0905,0.5455,-0.08800000000000001,-0.32,-0.7659999999999999,0.0665,0.28300000000000003,0.0665,0.266,-0.292,-0.093,-0.183,0.4135,-0.6775,-0.198,0.3835,0.5535,-0.32,0.092,-0.2625,-0.645,0.7755,0.2775,-0.366,0.345,0.302,0.156,-0.155,-0.2945,-0.126,0.2965,-0.1355,0.81,0.1315,-0.039,0.524,0.2245,0.1685,0.022,-0.353,-0.1355,0.3025,1.0575,0.0675,-0.2955,0.7725,0.2645,1.003,0.1685,0.0505,-0.329,-0.012,-0.0485,0.3035,-0.0705,-0.1965,-0.529
CKMT2,-1.043,0.041,0.02325,0.4815,0.75375,-1.50125,-1.10925,-1.068,0.43025,-0.941,-1.03025,-0.43875,-1.4835,0.89475,0.46025,0.40825,1.52775,-1.0775,-0.38475,-1.06125,2.28075,-1.546,0.551,-2.377,0.52825,-2.0735,-0.117,-0.48275,-0.197,-2.27125,-1.04625,-0.092,0.7835,-1.8225,-1.21925,-0.637,-0.4875,-1.29525,1.08475,-1.0955,0.1385,-1.7685,-0.12725,-0.6045,-0.0815,-0.09725,-0.20875,-0.29100000000000004,2.075,-0.84925,-1.4465,2.61625,-0.166,3.807,-0.2585,0.2185,-0.5985,-1.115,-0.421,-1.40475,-1.53025,-0.08475,-2.8195,-0.65975,-1.42675,-0.48175,1.367,1.547,0.23975,2.9410000000000003,1.939,-1.45075,1.043,0.969,-0.61075,-1.28325,-0.96725,1.6175,-1.39325,-1.23425,1.953,-0.445,0.24575,-0.1845,0.63525,-1.035,-1.1395,1.068,-1.76,-2.39025,-1.28725,0.46975,0.34625,-0.80475,-0.22675,0.56175,-0.98775,0.9995,0.5205,-1.4755,0.1845,-0.36225,0.8975,-0.3,-1.62525,-0.62275,-1.29025,-2.3,0.61975,-0.6005,-0.5905,-0.94775,0.43225,-1.03675,1.148,1.18675,-0.6525,-1.181,-0.41775,0.763,0.6225,-2.1830000000000003,-0.027000000000000003,1.10525,0.75325,-0.12,-1.38725,0.3515,0.84675,-1.4780000000000002,-1.977,0.97325,-0.8085,-0.275,-1.76125,-0.5965,-0.418,0.33225,-1.022,-0.51125,2.517,1.863,1.7180000000000002,1.55175,1.54375
HLA-C,-2.2195,-0.237,0.466875,1.38725,-1.231375,0.80125,-0.4295,0.00175,-1.552375,-0.476125,-0.431125,1.29875,0.716625,0.127625,-0.478875,-0.607375,-0.136625,0.392,0.64375,0.349625,-0.124,-0.09075,-0.113375,-0.251875,0.018375,-0.701,-0.29925,1.396125,-0.07875,0.065625,-1.533625,0.19925,0.383,1.69425,0.493875,0.73175,0.605875,-1.453375,-0.182125,1.16575,0.33575,0.33325,-0.57625,1.110875,-0.22825,-0.995125,-0.34775,0.2875,-1.784375,0.268875,0.682125,0.91325,0.311375,-1.15175,0.21075,-0.894375,-0.368,0.819875,0.635375,0.985875,-0.363875,0.88125,0.854375,-1.6015,-0.399,0.30875,0.084125,0.092875,0.42125,0.80125,-0.919,-0.98525,0.183375,0.34275,0.77425,-1.4045,-0.859125,-0.209,-0.376125,-0.0555,-1.56325,0.97425,1.237125,0.398625,0.722375,0.893875,0.269,0.8685,-0.3,0.88725,-0.62125,0.743625,-0.05975,-0.620375,0.1085,-0.018125,0.49375,-0.172625,-0.066875,1.623375,-0.053375,0.3515,0.932,0.330875,1.137125,0.989875,0.439875,0.43725,-1.355125,-1.223125,-0.106125,-1.421,0.8725,-0.16775,0.5715,-0.149875,0.229125,-0.146625,1.03025,1.328875,0.2055,1.1840000000000002,0.55675,1.101875,0.66975,-0.351125,1.466125,-0.044375,0.801625,-0.6165,1.178625,-0.473375,0.1195,0.380375,1.1375,0.2515,-1.169625,0.688,-0.56775,0.332,0.06175,1.329125,0.086375,0.133,1.254875
SLC13A3,0.7735,0.4875,0.913,-1.137167,-1.3985,1.590833,1.601167,1.162667,0.5321670000000001,-0.723333,2.268667,0.966833,-0.757833,1.3825,1.428167,-0.565167,-0.590333,3.156333,0.497833,1.533167,0.109667,-0.399167,0.370333,-1.574667,-1.275333,-1.0435,-0.7635,0.989833,0.0,-0.793833,0.751167,-0.642833,0.502833,-0.861333,1.235,-0.7298,-0.574667,-0.405333,-0.16683299999999998,1.981333,1.258833,2.082167,-1.928667,-0.28300000000000003,-1.359667,-0.699833,0.6493329999999999,-0.327833,-1.107667,0.251833,1.1135,-0.8715,0.0,-1.355167,0.239167,-0.108667,2.980667,-0.059,-0.241833,-0.082833,0.08983300000000001,0.824167,0.014167,-0.188833,-1.214333,1.483,2.2455,0.0375,1.5235,0.144833,0.949667,1.123167,-0.258333,-0.589333,-0.602667,1.075333,-0.743833,0.3845,1.861667,0.557833,0.2305,1.446833,1.075,0.857333,0.08466699999999999,-1.116667,0.699333,0.8725,-0.373833,-1.082833,1.413833,0.322833,0.488833,-0.995833,0.401167,0.31316700000000003,-1.438167,0.491,0.189667,-0.7979999999999999,-0.603667,0.796167,-0.9265,0.000833,0.175833,-0.196,-0.491833,0.540167,-0.439,-1.241667,0.11,-1.465167,1.696667,-1.2195,0.964167,-0.0695,-0.17366700000000002,0.296667,0.706333,1.218333,-0.420167,1.116333,-0.075,1.898833,0.380167,0.386,-1.370833,-0.291333,-0.2005,1.5119999999999998,-0.9425,2.184,2.262833,-0.090333,1.621667,0.108833,-1.496667,-0.926667,-0.308333,0.135667,-0.043,1.939833,1.486333,-0.4920000000000001,0.581333
TIMP4,-3.21625,2.21975,-1.23975,-1.166,0.071,-1.47425,-2.217,-0.64325,1.931,1.008,-1.518,-0.5305,-0.9895,-0.2225,-1.4980000000000002,0.51625,2.822,-1.61625,-1.7435,-0.30275,-1.04725,-1.7135,-2.23325,-1.235,2.01275,-2.16125,-0.21175,1.97,0.60875,0.96525,1.07675,-0.71025,1.727,-0.4115,-2.1715,1.9285,-0.1275,1.56975,4.114,-0.74725,-0.18675,-1.2285,-0.24775,-0.92825,-0.3755,-1.50775,-1.77,1.123,-1.9075,-2.16275,-0.82975,2.5385,1.03575,0.16925,-0.975,0.726,0.05375,-1.77425,-0.6655,-1.0535,-1.8705,-0.6045,-1.11275,-1.0815,-0.51275,0.93375,-1.2775,-0.81575,-1.17075,-0.49525,0.0,-0.6365,-0.27575,1.01225,-0.25575,-1.24075,-0.5155,-0.21275,-0.80825,-0.6425,0.8155,-2.6005,1.71275,-1.70675,2.1635,-1.101,-2.0580000000000003,-1.32125,-0.2705,-1.2715,1.811,-0.338,0.5720000000000001,-0.51575,-2.2030000000000003,-1.2505,2.774,1.40725,2.51375,-0.47925,0.3625,0.0485,1.658,-1.235,-1.444,-1.5125,-1.252,-1.357,3.51575,1.965,0.62525,-1.331,-0.48675,-1.4955,-1.145,3.14275,-0.0635,-0.07025,-0.36825,-1.90875,1.61325,-0.73725,1.245,2.2655,-1.43275,-0.88975,1.7495,-1.24475,-1.6715,-0.64825,1.19875,-2.1605,-1.911,-0.446,-1.04525,0.6705,-0.08525,-1.6095,-1.42275,-0.32225,-1.44225,-1.81475,-0.51625,-1.8665,2.87775
SLIT2,-0.64375,0.17275,1.079,0.8445,-0.138,-0.33175,-0.22225,0.55725,0.32975,-0.59675,-0.53025,0.56075,-0.518,0.05375,-0.65175,-0.43275,1.567,-0.8415,-0.085,-2.59925,-0.63325,-1.7415,-0.88525,-3.68,-0.118,-0.9455,-1.79175,-0.4405,0.163,-0.72775,0.31025,-1.02775,1.3615,-2.09525,-0.36425,-0.359,0.40375,0.13225,0.6645,-1.64375,-0.46525,-0.07875,0.14275,-0.445,-0.67275,-0.5835,0.1715,-0.3585,-1.47925,0.227,0.59625,-0.8959999999999999,0.02025,0.90625,-0.15575,0.54675,-0.20875,-1.983,0.6545,-1.0585,-0.88175,-1.4945,-2.3845,-1.32225,-1.2195,0.17575,0.63125,-1.59675,-0.483,-0.9235,0.6565,0.38725,0.42825,-0.37975,0.033,0.0865,-0.48725,-0.22675,-0.60625,-1.23675,-0.5225,-2.0615,-0.25675,-0.62625,-0.35725,0.07375,-2.11275,-1.09375,-3.10975,-1.5830000000000002,-0.8365,0.272,0.60725,-1.39325,-0.38775,1.1135,-0.6875,0.009000000000000001,1.16925,-0.981,0.29875,-1.34275,0.0,-0.1125,-1.6885,0.14775,-0.9565,-1.013,-1.53375,-0.54225,-0.3355,-1.5945,0.7140000000000001,-1.0455,-0.44925,0.89225,0.213,-1.7519999999999998,-1.37575,-1.5235,-2.315,-1.2545,0.6275,0.42375,-0.4405,0.379,-1.3265,0.6215,-0.58875,0.3,-1.27125,0.237,-1.785,0.04475,0.64025,-1.28975,-0.7065,-0.3835,-0.269,-0.55325,-1.13825,-0.30225,-0.237,-1.19775,1.42075
RSF1,0.5955560000000001,2.123778,0.010667,0.34777800000000003,0.353111,-0.490333,0.227944,-0.5263329999999999,-0.171056,2.443889,-0.128333,0.699278,-0.221167,-0.129167,-0.113556,-0.919667,2.0280560000000003,-0.111056,-0.050333,-0.353111,0.026278,0.25061100000000003,-0.355111,-0.532778,-0.789556,0.8260559999999999,-0.219444,-0.440611,-0.4892220000000001,-0.576389,0.0555,-0.581056,-0.202722,0.293333,-0.128389,-0.232278,-0.259056,1.980111,-0.275333,0.153444,0.040444,-0.139389,0.125111,-0.512167,1.836222,3.932944,-0.434667,0.573333,0.240722,-0.338667,0.442222,-0.591778,-0.075778,0.4668890000000001,0.023611,0.181,0.196778,0.044556,2.015722,-0.415722,-0.28644400000000003,-0.289611,-0.003444,-0.7339439999999999,-0.337222,0.246833,-0.7754439999999999,-0.421333,0.131722,0.206444,-0.095278,0.127556,0.357556,-0.513,0.428389,0.476556,-0.474889,0.016722,0.278667,-0.598833,0.373278,-0.386111,0.025389,-0.029611,-0.383278,-0.689056,0.340667,1.137833,-0.147556,-0.452944,0.145056,-0.134444,-0.3805,-0.783222,-0.596444,0.2025,-0.534833,-0.568222,0.2615,-0.365944,-0.205722,-0.086556,2.297667,-0.418778,-0.608556,-0.08883300000000001,-0.153556,-0.133889,0.934778,-0.755556,-0.545667,0.240667,-0.13511099999999998,1.229667,-0.22077800000000006,0.109222,0.479222,1.043556,-0.595611,0.412944,-0.154778,0.134444,-0.7087220000000001,-0.474333,0.273111,-0.3285,-0.002222,0.875333,0.629333,-0.940778,-0.159889,0.235667,-0.469056,0.612722,0.1135,0.692778,-0.708167,0.956722,0.833,0.17666700000000002,-0.511444,-0.238167,0.186111,-0.233778,-0.090111
LONRF1,-0.8827139999999999,0.7655,-0.8805709999999999,-0.276571,0.744643,1.535071,0.1735,0.144857,-0.608571,-0.316286,-0.016571000000000002,0.326214,-0.7387859999999999,0.29657100000000003,1.207071,-0.055786,1.009429,0.152857,-0.920286,0.0,-0.8836430000000001,-1.927143,0.405143,-1.491857,-0.090429,-1.328786,-0.370286,-0.030714,-2.132357,-0.7237859999999999,-1.725286,-0.372143,-0.412,1.032214,-0.148643,-0.497071,-0.630786,0.865643,0.457214,-0.270643,-0.799429,0.427286,-0.412,-0.178214,0.237571,0.599929,0.1935,-0.655929,-0.496286,-0.5005,-0.094571,-0.1865,-0.075929,1.3637860000000002,0.761286,0.403429,-0.583857,-1.338714,0.8799290000000001,-1.0015,-0.617143,-0.164357,0.116357,0.377286,0.4785,0.7782140000000001,0.034736,-0.3575,-0.2625,0.15171400000000002,0.8420000000000001,0.556357,0.5492859999999999,0.234143,0.468214,0.039714,0.540429,0.089571,0.331643,0.136929,2.211643,1.1840000000000002,-0.326929,1.0415,-0.141286,-0.051786,2.010286,-0.812571,-0.29785700000000004,-0.537571,0.224071,1.0345,0.136929,0.28,-0.946357,-0.128143,-0.430357,1.103071,-0.162786,0.221929,0.383071,0.8799290000000001,0.813286,-0.248786,0.33578600000000003,-1.535571,-0.873286,-0.538071,1.3355709999999998,-0.751929,-0.770571,-0.136786,0.199214,-0.332286,-0.465143,0.067786,-0.769071,0.602429,-0.186786,-0.305071,0.363429,-0.132714,0.192214,-0.376214,0.9645,-0.632286,-0.467143,-0.522429,0.122786,-1.378571,0.313286,0.358786,0.188143,-1.394143,-0.535643,-0.134571,0.752071,0.338214,-0.6263569999999999,-0.386643,-0.721571,0.277643,-0.685429,1.229286,-0.117857
MON1A,-0.5695,0.290167,0.4635,0.1635,0.122667,0.242167,-0.924,0.3615,-0.825,-0.0145,0.159833,-0.258333,0.439,-0.68,0.725167,0.4215,-0.131167,0.092333,-0.1165,-0.004833,-0.570833,-0.279167,0.596333,-0.456667,0.361333,-0.16733299999999998,1.424667,0.020333,-0.048667,-0.035667000000000004,0.276333,-0.0255,0.3325,-0.516,0.3105,0.290667,0.118,0.0225,0.304,-0.160167,-0.542167,0.277667,0.8825,0.264667,-0.17966700000000002,-0.458,-0.588167,-0.5395,-0.036000000000000004,-0.14400000000000002,-0.352167,0.0335,0.198,-0.423667,-0.330167,0.251833,0.060667,0.266667,0.727167,-0.144333,-0.0475,-0.275833,0.115,-0.056167,0.213333,-0.519333,0.6625,0.414333,-0.278333,0.14716700000000002,0.146833,-0.423833,-0.188,0.5311670000000001,-0.310333,-0.404667,-1.282833,0.35200000000000004,-0.084833,0.444167,-0.269833,0.137667,-0.3375,-0.117333,0.5225,0.3125,-0.619667,0.063167,0.328,-0.380333,-0.0605,0.1185,0.877667,0.703333,-0.0435,0.129833,0.719833,-0.426167,-0.604667,0.277167,-0.879833,-0.651167,-0.292167,-0.4415,-0.3055,-0.6563329999999999,-0.181167,-0.019,0.304833,0.038167,0.521667,-0.008667,0.342333,0.279833,0.4295,0.025333,-0.227833,0.889667,0.407333,-0.7015,0.277667,0.569,-0.338667,0.209833,-0.186167,0.246167,0.389167,0.386167,-0.191667,0.321,-0.629667,0.3545,0.054666999999999986,-0.012833,-0.686667,0.08266699999999999,0.5695,0.372833,-0.06766699999999999,0.5465,0.7256670000000001,-0.3715,-0.193,0.345833,-0.353
CACNG6,0.0,0.795333,0.481667,0.17716700000000002,0.2835,-0.637167,0.226333,-0.560167,-0.431667,0.448333,-0.518,0.106833,1.5635,-0.505833,-0.054833000000000014,1.337167,3.044667,0.173,0.549833,3.853333,-0.1165,-0.003,-1.334167,3.624,1.011167,-0.340333,0.206667,0.742333,4.996333,-0.392833,-0.239167,-1.066167,0.7665,0.913833,-0.17600000000000002,-0.274,-0.234833,-0.13683299999999998,1.955167,-0.267333,3.4065,-0.317833,-0.460833,2.9948330000000003,-0.211167,-1.241167,5.017833,1.444333,-0.563333,-0.452167,0.889167,0.414667,0.713,-0.900667,0.23,1.785667,1.1145,0.271333,-0.190667,-0.2165,0.016166999999999997,-0.173,-0.17766700000000002,-0.0435,-0.703,3.2075,0.701833,-0.6035,0.321833,-0.565333,0.418833,-0.6859999999999999,-0.25166700000000003,0.059,0.471333,4.484,-1.126833,1.391333,0.633667,-0.442667,0.005667,1.007833,0.497167,0.341167,0.06766699999999999,0.1835,-1.342333,0.472833,-0.151167,0.040833,0.282667,0.5325,0.041167,-0.7655,-0.16899999999999998,0.194,-0.006333,2.0855,-0.3,0.055,-0.546667,-0.017833,0.441167,-0.153333,-0.092833,2.971,0.2235,0.517667,0.3670000000000001,-0.28300000000000003,0.773667,-0.799833,0.538333,0.13699999999999998,-0.415667,0.032,-0.036667,-0.608167,-0.449333,-0.192167,-0.8985,-0.06616699999999999,2.74,0.1415,-1.373667,4.547333,1.549833,0.277,0.152,-0.503167,3.795167,-0.290167,0.396,-0.878833,0.461,-0.334833,0.1735,-0.343667,-0.105333,-0.4185,0.758833,-0.654667,1.4435,-0.3505,1.483333
DPPA4,-0.476833,-0.412333,0.924833,0.336833,0.3875,0.124667,0.126,0.091,0.293333,0.3205,-0.25016700000000003,0.103833,-0.064667,-0.7783329999999999,0.121667,-0.077667,-0.3285,-0.039667,-0.358167,-0.040833,0.682833,0.975167,-0.3670000000000001,-0.285167,0.604667,0.235333,0.662333,0.467667,-0.043167,0.402833,0.157167,-0.236833,0.986833,0.045667,-0.06866699999999999,-0.043167,0.066833,0.485833,0.333167,-0.08116699999999999,0.960333,-0.07083300000000001,0.2215,0.054000000000000006,0.200833,-0.3215,-0.052667,-0.169167,-0.268833,0.016333,0.765,0.713167,0.489,-0.181667,-0.013833000000000002,-0.134,0.147,0.507167,0.005,0.285667,0.1145,0.204167,-0.1315,0.29600000000000004,-0.0335,0.335,1.878,-0.5915,0.4970000000000001,0.1005,0.578833,-0.133667,0.227333,0.328167,0.158,0.601833,-0.922,0.5,-0.321667,-0.396333,0.0345,-0.5505,0.299833,-0.723,-0.212167,0.333333,-1.0485,0.9075,0.275167,0.407167,0.9725,0.507,0.235833,-0.772167,-0.1035,0.149,-0.0875,-0.179833,0.659833,0.259667,-0.152833,0.504667,-0.08216699999999999,-0.719167,0.0655,-1.213167,-0.242,0.6725,0.6935,0.0185,0.1035,-0.164167,0.342333,-0.238333,0.083833,0.502667,-0.3245,-0.545,-0.6365,-0.338333,-0.8915,0.108833,0.5585,-0.123667,-0.391,-0.455167,-0.697333,1.256,-0.284333,-0.468833,-0.249833,-0.436667,0.457167,-0.8079999999999999,0.436,-0.193833,0.403333,0.928833,-0.660333,-0.495333,0.896333,0.0005,0.214333,-0.8445,0.241167
